,train_T1_loss,train_T2_loss,train_FLAIR_loss,train_Stack_loss
0,0.060954829938142184,0.05745576610937121,0.06298916267235302,0.05407689349151033
1,0.05032616415497446,0.04129632419917688,0.037058241524301504,0.03787955865170697
2,0.04665441235067712,0.038497917722368914,0.03356103755602915,0.033006403607616
3,0.0441653339900092,0.03662709957842095,0.030676809298965307,0.029940234001978764
4,0.039706898990986075,0.034035776198221984,0.027844572722175588,0.028478258720195156
5,0.03460381797906094,0.032342898125103506,0.026386059479796335,0.026616852905933554
6,0.031714106603151285,0.03042982069012965,0.025295746302036022,0.0247071682698327
7,0.0294605438516353,0.029342353133859477,0.023340184971357713,0.022937376611958885
8,0.027532314341042224,0.02782012020892638,0.022788935383941205,0.022387841314089555
9,0.025994029926562245,0.02632785271282727,0.020924064992442738,0.02122632781209099
10,0.025149191281401573,0.02552860256203773,0.019223274727066694,0.020626700565298098
11,0.024201331930659178,0.02508064558376109,0.018445902738168516,0.01924764128476973
12,0.023074708418575358,0.024063490506665564,0.017427168336694564,0.018711835479556047
13,0.021948252672756192,0.023136196667291373,0.017311664529565327,0.017599703238129923
14,0.020643195457821825,0.02236258363039548,0.015743086958733526,0.016728060640504153
15,0.02030706535208593,0.020891675049350023,0.014692907200230898,0.015944440247011367
16,0.018790498128488868,0.020117582261434338,0.013900155374538552,0.01578330539547248
17,0.018027965550988814,0.019750262579655245,0.013374262706043959,0.014710963747714636
18,0.016944263609336773,0.01905851483129246,0.012821153314777862,0.014703081851705583
19,0.016021969334101924,0.01784182554069142,0.013147746955786088,0.013459151903992597
20,0.014982190754759815,0.017145162467998767,0.011864844220532399,0.013403683849269498
21,0.014727760067101386,0.017151986259458758,0.011524601353849568,0.012910140823294954
22,0.014053612589557543,0.01601974513132192,0.011366871954158681,0.012087323900371039
23,0.013608755948403236,0.014881810475185104,0.010676355201553377,0.011739660750708935
24,0.012611568531133207,0.01438411076610446,0.01025186619121801,0.011907689658911811
25,0.012335320510521034,0.014174250410869718,0.010217869702507236,0.011186604274817
26,0.011915824333802998,0.013437200731999497,0.010091859970120066,0.010958404879816709
27,0.011602989971276803,0.013446510342957147,0.009702832366674886,0.010608554446470115
28,0.011614746710336136,0.013295610245668322,0.009481585607082166,0.010638859900573151
29,0.011003634450122375,0.012407760462928675,0.009528149700919449,0.01022349686414125
30,0.011529597931379252,0.012811613581175786,0.008977132925635378,0.009712859482023018
31,0.010679898114021345,0.011706762999871076,0.00845725196319092,0.009627692250206234
32,0.010101099312888138,0.011489032667156722,0.00844980908906887,0.010474886521013232
33,0.010060206342894168,0.011279445485755954,0.008248867097737315,0.009166115759256676
34,0.010049927616889146,0.011037571568915154,0.008776738260431474,0.009088447215294053
35,0.009710121359952159,0.010898340433522682,0.007992995007091296,0.008864746987204086
36,0.009431897813063491,0.010501516289125622,0.007846611733739938,0.008890278353479813
37,0.009463514044921423,0.010176068687798249,0.007455004119033643,0.008590920712223808
38,0.01033660485048513,0.01026989887222209,0.007898397209467238,0.008605863885773767
39,0.009088994804598793,0.010025948181840407,0.0075125908961622785,0.00873963130220311
40,0.009131731701548775,0.009869474154283419,0.008008355929931002,0.008309004285145348
41,0.00874725604771697,0.009516360757668735,0.007366259913753129,0.008411737921536797
42,0.00907098254115691,0.009355224234692287,0.00714298517063567,0.007885717610501096
43,0.009273339802681732,0.009353500868193806,0.007479859908593305,0.00791299169898873
44,0.00831538340144888,0.009066888097981158,0.0067718842905225935,0.008322050659711856
45,0.008501346129073887,0.008978443290799762,0.007016727556247029,0.007735090486680906
46,0.00805580049954534,0.008782564380362783,0.006772265756591394,0.007421200347330168
47,0.008004158749261615,0.008531899170787631,0.006691060428702444,0.0076935563857629
48,0.0079988191167155,0.008509507881768514,0.006681919616441406,0.007609760561614416
49,0.007956457634529325,0.008641869038207997,0.00651476386641749,0.007121634529744989
50,0.007843029449704459,0.008492812918819254,0.006469215968594191,0.007622977372890053
51,0.00771081132467623,0.008499936502231211,0.006456771582915363,0.007412019049839496
52,0.007602590994387471,0.008109728325769016,0.006338895423579271,0.007174326159449222
53,0.007621428183424664,0.00802011666004546,0.006208999575246541,0.007457701357088326
54,0.007305628312796181,0.00766799530984678,0.006432132625826023,0.0069060464871404555
55,0.0070110942846943886,0.007637689904730354,0.0061956246574988725,0.006958643210340582
56,0.007043751569957142,0.0074701042121380155,0.006258166932056983,0.007111208551218047
57,0.006798226993815503,0.007724350233620498,0.006037099587342657,0.006930852516339741
58,0.006914757707797295,0.007509884607454297,0.005861670969973382,0.007025158606810197
59,0.0070842798219455366,0.00786475502358027,0.005717891860631821,0.00682719309429589
60,0.006800092594636315,0.007222749886015663,0.006020130943905393,0.0072018748117510705
61,0.006555483261802956,0.007176982495260108,0.005823764784025015,0.006607868182883943
62,0.0067300504392683305,0.0075579451067295704,0.005663778261605163,0.006787220763675915
63,0.006519476506899277,0.007662855101519956,0.005829559711354046,0.0066747191717754445
64,0.006444752579992914,0.00693054479424644,0.005617443488308332,0.006509848023478812
65,0.006501421675414685,0.006817682605265872,0.005625786989335336,0.006552701135539972
66,0.006258599433276764,0.007220014549471671,0.005603201197477501,0.006268099740981193
67,0.0068202108824565,0.006860713778986528,0.005365763752739771,0.006328310596734113
68,0.007312647729475514,0.006978144603207458,0.005541674719471752,0.0063795451154981895
69,0.006618239614206611,0.007045034069194739,0.005356776180409201,0.006445058865953574
70,0.005936592968937154,0.006526204427316629,0.00531121903666278,0.006265426222743696
71,0.00664683804550171,0.00657337317937822,0.005260168564837766,0.006232859320523446
72,0.005943065290905412,0.007150167717100883,0.00518193910993641,0.006483385049180915
73,0.005767131538476222,0.006672864177981429,0.00510468913026588,0.006034216630318915
74,0.005757874358442635,0.006720181340265792,0.005752272934628779,0.00578932507945076
75,0.005668809091511744,0.006509945045259685,0.005119560574822325,0.0060108625850348735
76,0.00610593161048569,0.006509889751575966,0.005211272645498287,0.0058009777071410095
77,0.0057017475159732095,0.006229623689421033,0.005021037010409927,0.006096773855921867
78,0.005535003964923275,0.006398817726497355,0.005030971802163473,0.006310363178793842
79,0.005764681923656745,0.006131082368839998,0.0049606988450250356,0.005721250907909246
80,0.005576358830828121,0.006144168780877918,0.004948706392228637,0.005715093797079061
81,0.005547493151315415,0.006470232916223223,0.005107361400121524,0.0057885177806930995
82,0.005575398635497422,0.0061996304713070145,0.00481819792423101,0.005669090900600513
83,0.005472532861074734,0.006400704588572414,0.004806360301906885,0.005752092607498644
84,0.005455113123544075,0.005918445652914196,0.0047976054546246625,0.005764437113321234
85,0.0054840811042371155,0.0060343462625992534,0.004703830137188902,0.005649024136864499
86,0.005328063299689427,0.006153855688119179,0.004814800919315037,0.005550364992379753
87,0.00560516552760758,0.005950359408336226,0.004849414319106399,0.005566766513752696
88,0.005327675908678303,0.005833157623991116,0.004635131729751276,0.005670163775073809
89,0.005277751986144431,0.006043269997962393,0.004658193315977273,0.0056761414099319955
90,0.005159392790123497,0.00590732936837594,0.004721516977787383,0.005529914765221611
91,0.005197892236059631,0.005871873669619447,0.004648183891741964,0.005413704807157144
92,0.005386409981584036,0.005930155772570288,0.004578614200401152,0.0052628134686841885
93,0.005160336106376412,0.005771413062919035,0.004687935530480581,0.005488977364713504
94,0.004991033608967296,0.005806247910868019,0.00451151618207336,0.005418319940677017
95,0.005018040623619403,0.005781917445003719,0.004584313233879901,0.005181383846805043
96,0.004999085282203124,0.005553019759448944,0.0044763476391314365,0.005272721428868383
97,0.00486789778656606,0.005736738205712871,0.004560777022014584,0.005198262080833029
98,0.004911863952272111,0.005523386955166322,0.00445106951907008,0.005122265532316931
99,0.004822328876775192,0.00567140096030198,0.004404846748687202,0.005340302245082427
100,0.004831140471149797,0.005527087353776024,0.004509565574378672,0.005108105080080289
101,0.004933240361283389,0.005534762278548442,0.00439432739724903,0.005246382078430952
102,0.004963242216922257,0.005864112077482963,0.0043010247264275905,0.005051680608169261
